,Ancient_Name,Pleiades_ID5,Coordinates5,place_description5,latitude5,longitude5
160,Balisbiga,413644954,"[33.89476, 46.87594]","A Scythian burial mound dated to the fourth century B.C. located near the village of Bratolyubivka in Kherson Oblast, Ukraine.",33.89476,46.87594
161,Babila,413644954,"[33.89476, 46.87594]","A Scythian burial mound dated to the fourth century B.C. located near the village of Bratolyubivka in Kherson Oblast, Ukraine.",33.89476,46.87594
162,Tarina,874762,"[40.8656257, 36.4206083]","An ancient place, cited: BAtlas 89 C4 Thannuris",40.8656257,36.4206083
163,Cachura,912505596,"[14.4836638, 40.7507976]","The so-called ""House of the Tragic Poet"" (VI, 8, 3, 5) was built in the first century BC and has the plan of a classic ""Samnite"" house. The house was excavated in 1824. It lies at the corner of the Via delle Terme and the Via della Fullonica, across from the Forum Baths.",14.4836638,40.7507976
164,Codana,912505596,"[14.4836638, 40.7507976]","The so-called ""House of the Tragic Poet"" (VI, 8, 3, 5) was built in the first century BC and has the plan of a classic ""Samnite"" house. The house was excavated in 1824. It lies at the corner of the Via delle Terme and the Via della Fullonica, across from the Forum Baths.",14.4836638,40.7507976
165,Sana,649857186,"[15.2843855, 37.0666085]","The area, roughly situated between the island of Ortygia and the district of Acradina, was used as an agora and, in later years, as the forum of the city of Syracuse. It is now a public park where ancient ruins are still visible.",15.2843855,37.0666085
166,Zorgia,659929984,"[48.0, 36.0]",A place from the TAVO Index,48.0,36.0
167,Elegia,130405658,"[44.41473, 32.532347]","The temple of the god Ea, Eʾešmah (“Exalted House”), was located in the Kumar district of Babylon, in the western half of the inner city. According to the Babylonian topographical text Tintir = Babylon Tablet IV, it was one of seven temples in that part of Babylon.",44.41473,32.532347
168,Athua,359852689,"[43.0361106, 38.3397039]","The second largest of the four islands in Lake Van, in eastern Turkey.",43.0361106,38.3397039
169,Moschici,894082,"[43.876735, 34.200116]",Site of a powerful Islamic capital that controlled the provinces of the Abbasid Empire extending from Tunisia to Central Asia for a century. Inscribed as a UNESCO World Heritage site in 2007. ,43.876735,34.200116
170,Phasis,910399260,,A road from Ariminum up the Adriatic Coast toward what is now Venice.,,
