,Ancient_Name,Pleiades_ID3,Coordinates3,place_description3,latitude3,longitude3
157,Sinis Colonia,451755914,"[32.8713129, 24.0542846]",A place from the TAVO Index,32.8713129,24.0542846
158,Legerda,857217,"[36.5583409, 40.7075553]","An ancient river in Pontus, known today as Kelkit Çayı.",36.5583409,40.7075553
159,Dascuta,727103,"[32.1774, 30.858]","Ancient town of Defenneh in the Egyptian Nile Delta, primarily of the Late Period and Ptolemaic Era.",32.1774,30.858
160,Balisbiga,727139,"[30.1892493, 31.2386531]","An ancient place, cited: BAtlas 74 C2 Kanopike Limne",30.1892493,31.2386531
161,Babila,727139,"[30.1892493, 31.2386531]","An ancient place, cited: BAtlas 74 C2 Kanopike Limne",30.1892493,31.2386531
162,Tarina,639147,"[29.422153, 36.552471]","An ancient settlement of Lykia, located two kilometers due east of the modern village of Düğer in Turkey's Mugla province.",29.422153,36.552471
163,Cachura,459393126,"[48.5209832, 32.0113845]",An ancient Elamite complex founded ca. 1250 BC by the king Untash-Napirisha. Tchogha Zanbil was added to the UNESCO World Heritage List in 1979.,48.5209832,32.0113845
164,Codana,459393126,"[48.5209832, 32.0113845]",An ancient Elamite complex founded ca. 1250 BC by the king Untash-Napirisha. Tchogha Zanbil was added to the UNESCO World Heritage List in 1979.,48.5209832,32.0113845
165,Sana,451755914,"[32.8713129, 24.0542846]",A place from the TAVO Index,32.8713129,24.0542846
166,Zorgia,534964139,"[40.0, 36.0]",A place from the TAVO Index,40.0,36.0
167,Elegia,853662205,"[25.167611, 37.5775936]",A mountain on the island of Tinos with archaeological evidence for habitation beginning in the Late Bronze Age and concluding with the remains of a Venetian fortress.,25.167611,37.5775936
168,Athua,309866128,"[36.3837531, 36.2397104]","A major Late Bronze Age city in the Amuq River Valley, inhabited during the Second Millennium BCE until about the 12th century BCE.",36.3837531,36.2397104
169,Moschici,310449388,"[46.15753, 30.86275]","Tall Marjab is a small, heavily denuded mound in the Dhi Qar province of southern Iraq, some 15 kilometers south of Nasiriya and ca. 10 kilometres southeast of Ur. Traces of a small settlement dating to fourth and third millennium BCE were found here in the course of brief excavations by British archaeologists Leonard Woolley and Max Mallowan in 1929-30.",46.15753,30.86275
170,Phasis,50713,,An ancient people whose territory is unlocated,,
